,,,,,,,,,,,,,,,,,,,,,,
Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
1696,11/24/24,N,Kennesaw St.,CUSA,Rutgers,H,"W, 79-77",106.3,88.9,78.7,100.4,53.3,28,42.4,40,97.9,45.5,11.4,20,34.8,88.6,7
1697,12/7/24,N,Temple,Amer,Villanova,N,"L, 94-65",106.3,127.7,63.1,102.9,43.5,11.1,31.6,53.7,148.9,76.4,19,40.7,37.7,10.8,-13
1698,11/15/24,N,UNC Wilmington,CAA,USC Upstate,A,"W, 89-85",106.3,115.6,78.2,113.7,50,12.8,26.3,60.7,108.6,53.1,14.1,23.7,35.4,27.7,0
1699,11/6/24,N,Campbell,CAA,Virginia,A,"L, 65-56",106.2,110.4,58.7,95.4,47.3,15.3,20,7.1,110.7,64.3,18.7,18.2,42.9,39.2,-6
1700,11/29/24,N,Colorado St.,MWC,TCU,N,"W, 76-72",106.2,91,70.6,95.6,49.3,20.1,25.6,17.9,90.6,41.1,16.4,20.9,48.4,85.6,2
1701,11/15/24,N,Florida St.,ACC,Florida,H,"L, 87-74",106.2,103,74.5,99.3,43.6,10.7,29.2,30,116.7,60.7,25.5,46.4,27.9,58.7,-9
1702,11/23/24,N,Kent St.,MAC,Cleveland St.,A,"W, 68-52",106.2,86.7,65.2,104.2,55.9,27.6,34.5,25.5,79.7,33,21.5,30,56,91.2,9
1703,11/6/24,N,Georgetown,BE,Lehigh,H,"W, 85-77",106.2,110.6,73,116.4,52.3,19.2,48.6,35.9,105.5,55.9,20.5,24.2,28.8,38.5,2
1704,11/21/24,N,Nevada,MWC,Vanderbilt,N,"L, 73-71",106.2,97.4,68.2,104.2,59.3,23.5,29.6,18.5,107.1,52.5,19.1,30.6,30.5,72.9,-3
1705,11/29/24,N,Santa Clara,WCC,Washington,N,"L, 76-69",106.2,112.1,67.8,101.8,52.6,20.7,24.2,19.3,112.1,47.6,11.8,37.5,41.9,35,-6
1706,11/17/24,N,UMass Lowell,AE,Washington,A,"L, 74-69",106.2,101.6,70.3,98.1,46.4,17.1,27.8,46.4,105.2,39,17.1,52.9,35.6,62.5,-1
1707,11/30/24,N,Abilene Christian,WAC,Nebraska Omaha,A,"W, 71-55",106.1,84.7,66.2,107.2,51.9,15.1,24.1,35.2,83.1,42,24.2,17.2,54.5,93,11
1708,11/9/24,N,Arkansas,SEC,Baylor,N,"L, 72-67",106.1,97.8,65.1,103,45.7,16.9,34.3,29.3,110.6,52.6,12.3,26.5,29.3,71.8,-6
1709,12/14/24,N,Creighton,BE,Alabama,A,"L, 83-75",106.1,95.8,75,100,51.7,17.3,14.7,26.7,110.6,47.1,14.7,38.6,31.4,76.4,-9
1710,11/23/24,N,Delaware,CAA,Vermont,N,"L, 75-71",106.1,117.3,69,102.9,56.2,23.2,8,39.6,108.7,52.7,14.5,27.3,37.5,24,-4
1711,12/1/24,N,Elon,CAA,Penn,A,"W, 68-53",106.1,92.7,60,113.3,54.4,15,35.5,17.5,88.3,35.9,10,29.8,14.1,82.6,7
1712,11/5/24,N,Evansville,MVC,North Texas,A,"L, 80-63",106.1,126.2,64.2,98.1,55.3,20.2,11.1,36.2,124.5,53.5,15.6,44.1,42.1,12,-16
1713,11/18/24,N,Howard,MEAC,FIU,A,"W, 75-70",106.1,104,71.3,105.2,50.8,21,37.1,27.9,98.2,44.5,12.6,25.6,28.1,55.8,2
1714,11/27/24,N,Western Illinois,OVC,Incarnate Word,N,"L, 86-75",106.1,128.2,66.2,113.2,56.7,25.7,37.5,62.2,129.8,60.2,9.1,32.3,20.3,10.2,-4
1715,12/7/24,C,Missouri St.,MVC,Indiana St.,H,"L, 80-77",106.1,115.2,68.8,111.9,51.7,14.5,32.4,46.6,116.3,66.1,20.4,21.4,17.9,27.9,-1
1716,11/7/24,N,Nebraska Omaha,Sum,Stetson,A,"W, 79-76",106.1,110.3,70.9,111.5,47.9,7.1,26.3,18.3,107.2,54.9,9.9,20.6,29.5,39.2,9
1717,11/23/24,N,UNLV,MWC,New Mexico St.,H,"W, 72-65",106.1,102.3,65.9,109.3,42,12.1,33.3,84,98.7,37.5,15.2,42,42.2,60.2,3
1718,11/20/24,N,Stanford,ACC,Norfolk St.,H,"W, 70-63",106.1,99.7,63.4,110.4,41.1,9.5,39.1,66.1,99.4,49.1,18.9,20,20.4,67.1,5
1719,11/27/24,N,Houston Christian,Slnd,Northern Arizona,H,"L, 74-71",106.1,112.4,64.5,110.1,56.5,14,17.2,24.1,114.8,55,14,30,16.7,33.9,10
1720,11/27/24,N,Northern Illinois,MAC,Valparaiso,A,"L, 87-82",106.1,114.4,74.6,110,54.5,17.4,25,54.5,116.7,44.1,5.4,22,74.6,29.5,-2
1721,11/16/24,N,Northwestern St.,Slnd,Rice,A,"L, 77-75",106.1,112.2,63.1,105.6,51.6,15.5,30,30.2,108.4,50,16.9,27.8,74.5,34.5,-5
1722,12/10/24,C,Penn St.,B10,Rutgers,A,"L, 80-76",106.1,103.1,73.1,104,50.7,8.2,15,13.2,109.5,55,19.2,31.6,41.7,58.1,-7
1723,11/12/24,N,Penn,Ivy,Lafayette,A,"L, 65-63",106.1,119.4,58.2,108.2,43.8,13.7,40,42.9,111.6,49.1,12,34.3,31.5,20.5,-2
1724,12/7/24,N,VMI,SC,Queens,H,"L, 81-78",106.1,131,67.8,115,54.5,10.3,18.8,35.7,119.4,68.9,31,44.4,28.3,8.1,-8
1725,12/14/24,N,Xavier,BE,Cincinnati,A,"L, 68-65",106.1,88.2,69.7,93.2,43.1,20.1,27.3,29.3,97.5,42.2,14.3,30,44.8,89.3,0
1726,11/23/24,N,Saint Mary's,WCC,Cal Poly,H,"W, 80-66",106,94.3,71.4,112.1,52.2,19.6,51.3,23.2,92.5,46.6,23.8,25,22.4,79.2,8
1727,12/14/24,N,Charlotte,Amer,Georgia St.,A,"W, 77-63",106,90.5,71.4,107.8,54.2,18.2,20,75,88.2,36.2,18.2,37.5,50,86,8
1728,11/12/24,N,Cornell,Ivy,La Salle,A,"L, 93-77",106,120.9,75.3,102.2,50.8,18.6,30.6,33.9,123.5,56.6,17.3,42.4,54.1,18.1,-7
1729,11/23/24,N,Vermont,AE,Delaware,N,"W, 75-71",106,100.5,69,108.7,52.7,14.5,27.3,37.5,102.9,56.2,23.2,8,39.6,64.7,4
1730,12/9/24,N,Norfolk St.,MEAC,Hofstra,H,"L, 80-67",106,131.1,64.4,104,43.9,15.5,21.4,53.1,124.2,72.2,23.3,30,44.4,8,-8
1731,11/4/24,N,Holy Cross,Pat,Wisconsin,A,"L, 85-61",106,102.6,67,91.1,51.9,19.4,9.7,13.2,126.9,58.5,16.4,35.7,27.1,59.3,-1
1732,12/15/24,N,Illinois Chicago,MVC,Little Rock,A,"W, 77-69",106,105.3,64.1,106.7,45.3,25,51.2,39.1,95.7,45.9,18,34.1,39.3,51.9,-3
1733,11/29/24,N,USC,B10,New Mexico,N,"L, 83-73",106,109.6,72,101.4,55.5,22.2,27.6,32.7,115.3,57.8,19.5,31.4,41.4,40.4,-8
1734,12/3/24,N,Arizona St.,B12,San Diego,H,"W, 90-53",106,93.4,74.9,120.2,59.6,18.7,32.4,61.4,70.8,34.9,17.4,18.2,20.6,81.1,3
1735,11/21/24,N,Michigan,B10,Tarleton St.,H,"W, 72-49",106,90.1,64.8,111,50,17,39.4,41.1,75.6,48.8,37,20.8,24.4,86.6,9
1736,11/4/24,N,Georgia,SEC,Tennessee Tech,H,"W, 83-78",106,113.6,72.4,114.7,54.5,18,45.7,27.3,107.8,58.2,18,17.6,18,31.1,4
1737,11/16/24,N,Toledo,MAC,Detroit Mercy,A,"W, 82-67",106,103.9,72.5,113.1,49.2,11,28.9,36.9,92.4,50,22.1,28.6,27.6,55.9,3
1738,12/3/24,C,Washington,B10,UCLA,A,"L, 69-58",106,98.6,64.4,90,41.8,18.6,30.3,49,107.1,48.3,12.4,28.6,36.7,69.7,-6
1739,12/14/24,N,UNC Asheville,BSth,Western Carolina,H,"W, 78-61",106,96.3,71.7,108.7,56,19.5,18.5,56,85,45.1,20.9,28.2,21.3,75.3,9
1740,11/23/24,N,Albany,AE,UMKC,N,"W, 67-65",105.9,103.5,63.8,104.9,53.1,12.5,14.3,47.9,101.8,52.2,26.6,47.8,64.4,56.4,5
1741,12/7/24,N,Old Dominion,SB,George Washington,H,"L, 78-70",105.9,115,66.8,104.8,45.3,21,43.9,26.6,116.7,54.1,18,37.1,75.5,27.9,-1
1742,11/17/24,N,Harvard,Ivy,Colorado,A,"L, 88-66",105.9,119.5,69.3,95.3,43.1,11.6,25.6,21.5,127.1,59.8,18.8,36.7,44.6,19.9,-8
1743,11/30/24,N,Iona,MAAC,Indiana St.,N,"L, 83-80",105.9,109.9,73.2,109.3,53.9,19.1,37.8,29.7,113.4,63.7,23.2,21.4,47.1,39.5,1
1744,11/19/24,N,Lipscomb,ASun,Kentucky,A,"L, 97-68",105.9,115.6,71.3,95.3,42.5,8.4,17.1,17.9,136,64.5,11.2,30,33.9,26.8,-16
1745,11/27/24,N,Wyoming,MWC,Loyola Marymount,N,"L, 73-70",105.9,115.7,66.4,105.4,46.8,13.5,31.6,22.2,109.9,56.1,15.1,19.4,19.3,26.5,-4
1746,11/10/24,N,Georgia Tech,ACC,North Florida,H,"L, 105-93",105.9,121.7,81.7,113.8,55.1,12.2,29.5,15.2,128.5,60.1,11,28.6,42,16.9,-4
1747,11/12/24,N,SIU Edwardsville,OVC,Indiana St.,A,"W, 77-72",105.9,99.1,70.4,109.4,56.7,24.1,37.5,20,102.3,53.4,22.7,30.8,25.4,68.3,3
1748,12/8/24,N,TCU,B12,Vanderbilt,N,"L, 83-74",105.9,98.4,74,100,58.8,24.3,22.6,51,112.1,47.5,16.2,37.1,55.9,70,-1
1749,12/3/24,N,George Mason,A10,UNC Asheville,H,"W, 74-52",105.9,83,65.6,112.9,69.8,27.5,35,53.5,79.3,42.3,22.9,19.4,25,94.3,8
1750,12/2/24,N,William & Mary,CAA,Old Dominion,A,"L, 88-83",105.9,123.5,74.6,111.3,57.4,14.8,15.6,27.9,118,55.3,17.4,36.1,25.8,14.5,-4
1751,11/13/24,N,Coastal Carolina,SB,N.C. State,A,"L, 82-70",105.8,111.2,70.6,99.2,50,26.9,35.7,39.2,116.2,47.4,14.2,34.3,61.4,36.3,-7
1752,12/4/24,C,Green Bay,Horz,IU Indy,A,"L, 84-75",105.8,127.5,66.7,112.4,57.8,16.5,19.4,39.2,125.9,52.3,7.5,35.9,34.8,10.5,-1
1753,11/4/24,N,Oklahoma St.,B12,Green Bay,H,"W, 89-76",105.8,109.2,74.5,119.5,49.3,17.4,46.3,34.8,102,62.7,25.5,11.1,31.4,41,4
1754,11/12/24,N,Kansas,B12,Michigan St.,N,"W, 77-69",105.8,81,78.7,97.8,44.2,12.7,25.6,31.9,87.7,37,14,23.4,30.4,95.6,3
1755,12/5/24,N,San Francisco,WCC,Saint Louis,H,"W, 78-61",105.8,84.2,69.8,111.8,60.2,21.5,31.2,18.6,87.5,48.3,24.4,26.5,15.5,93.3,12
1756,12/15/24,N,Texas A&M Commerce,Slnd,South Alabama,H,"L, 81-72",105.8,122.1,67.5,106.7,65,29.6,25.9,22,120,60.2,10.4,25,53.7,16.1,-2
1757,11/16/24,N,Southern Indiana,OVC,Purdue Fort Wayne,A,"L, 93-74",105.8,122.7,68.4,108.1,54.6,16.1,17.2,29.6,135.9,61.6,11.7,25.8,50,15.3,-8
1758,11/21/24,N,Eastern Washington,BSky,Washington St.,N,"L, 96-81",105.7,117.2,78.9,102.6,50,17.7,29.4,33.8,121.6,62.5,26.6,48.6,34.4,23.2,-14
1759,12/7/24,N,Santa Clara,WCC,Fresno St.,H,"W, 81-66",105.7,98.5,76.2,106.3,52.4,21,35.9,35.5,86.6,44.1,22.3,21.6,35.6,69.1,7
1760,11/17/24,N,Lindenwood,OVC,Stonehill,N,"W, 75-74",105.7,117.6,67.2,111.5,47.5,17.8,38.5,40.7,110.1,61.8,19.3,16.7,33.3,22.8,-2
1761,11/9/24,N,New Mexico St.,CUSA,Utah Tech,A,"W, 75-63",105.7,96.6,68.6,109.3,54.4,21.9,41.7,42.1,91.9,38.3,8.7,23.4,48.3,73.8,7
1762,11/28/24,N,North Texas,Amer,Northern Iowa,N,"W, 68-48",105.7,70.3,64.5,105.4,59,18.6,11.1,22,74.4,45.9,23.2,6.2,12.2,99.1,11
1763,12/18/24,N,Illinois St.,MVC,Northern Illinois,H,"W, 81-60",105.7,100.8,70.2,115.4,58.3,20,34.4,23.3,85.5,41.7,14.3,12.5,20,63.5,8
1764,11/16/24,N,UC Irvine,BW,Pepperdine,H,"W, 80-62",105.7,99.3,69.9,114.4,47.8,14.3,38.5,20.3,88.7,42.5,11.4,13.2,21.7,67.3,1
1765,12/7/24,N,Southern,SWAC,Tulsa,A,"W, 70-66",105.7,101.9,65.4,107,39.5,10.7,35.7,40.3,100.9,49,19.9,31,41.2,60.3,3
1766,11/8/24,N,Yale,Ivy,Illinois Chicago,A,"L, 91-79",105.7,113.2,76.9,102.7,54.5,20.8,17.6,44.6,118.3,54.4,11.7,30,33.8,31.4,-1
1767,12/7/24,N,Albany,AE,Boston University,A,"L, 80-74",105.6,118.1,61.8,106.5,50.8,14.4,25.6,22.6,115.1,62.5,27.3,46.4,50,21.6,-2
1768,11/6/24,N,Virginia,ACC,Campbell,H,"W, 65-56",105.6,104.6,58.7,110.7,64.3,18.7,18.2,42.9,95.4,47.3,15.3,20,7.1,52.8,6
1769,12/14/24,N,Lindenwood,OVC,IU Indy,H,"W, 81-63",105.6,101.7,67.4,120.2,56.7,17.8,36.4,28.3,93.5,49,17.8,12.5,26.9,60.8,8
1770,12/11/24,C,Purdue Fort Wayne,Horz,IU Indy,H,"W, 78-76",105.6,116.7,67.6,115.4,66.7,13.3,7.4,31.4,112.4,63.5,28.1,21.7,33.3,24,6
1771,11/25/24,N,Michigan,B10,Virginia Tech,N,"W, 75-63",105.6,94.7,69.9,107.2,48.4,21.4,42.5,32.3,90.1,37.9,27.2,46.2,41.4,77.8,1
1772,12/1/24,N,North Florida,ASun,Nebraska,A,"L, 103-72",105.6,123.4,77.1,93.4,49.2,20.7,23.8,18.5,133.5,65.9,7.8,18.2,26.1,14.3,-16
1773,11/29/24,N,Utah St.,MWC,North Texas,N,"W, 61-57",105.6,91.6,63.1,96.6,50,25.3,32.1,45.7,90.3,41.8,14.3,27.5,14.8,83.7,-1
1774,12/5/24,C,Incarnate Word,Slnd,Northwestern St.,H,"L, 72-70",105.6,128.6,61.9,113.1,58.7,22.6,32.1,21.2,116.3,53.8,11.3,23.3,34,9.4,-6
1775,11/24/24,N,Ohio,MAC,Texas St.,N,"L, 74-65",105.6,115.2,62.7,103.6,44.2,11.2,21.6,48.1,118,48.4,15.9,50,28.6,26.9,-3
1776,11/17/24,N,Texas Southern,SWAC,Samford,A,"L, 97-82",105.6,119.9,75.5,108.6,48.4,21.2,40,42.6,128.4,61.1,11.9,27.5,16.7,18.8,-12
1777,11/4/24,N,Troy,SB,Toledo,H,"W, 84-74",105.6,96.7,74.6,112.6,57.5,16.1,34.3,19.4,99.2,42.8,14.7,28.6,24.6,73.4,8
1778,12/3/24,N,UTSA,Amer,Saint Mary's,A,"L, 82-74",105.6,104.1,66.4,99,42.1,22.8,44.7,27.1,109.7,43.2,20.1,44.4,72.9,53.9,-11
1779,11/4/24,N,Vermont,AE,UAB,A,"W, 67-62",105.6,89.4,63.4,105.7,46.6,7.9,20.5,27.6,97.8,38.2,11,40,22.1,87.2,6
1780,12/17/24,N,West Georgia,ASun,Charlotte,A,"L, 75-70",105.6,111.7,65,107.7,55.2,18.5,32.3,19,115.4,44.4,13.9,35.1,57.4,34.3,-3
1781,11/24/24,N,Central Connecticut,NEC,Binghamton,H,"W, 64-56",105.5,105.3,57.3,111.6,47.5,12.2,41.7,15,97.7,51,17.4,16.7,9.8,50.7,6
1782,12/14/24,N,Eastern Kentucky,ASun,Eastern Illinois,H,"W, 81-66",105.5,100.8,72.9,111.1,58.9,20.6,27,19.4,90.5,44,23.3,40.9,22.4,62.9,6
1783,12/17/24,N,Georgia Southern,SB,Gardner Webb,H,"W, 86-81",105.5,111.8,75.8,113.4,43.8,11.9,38.8,40.3,106.8,54.6,23.7,27.6,46.3,34,-3
1784,11/18/24,N,San Diego St.,MWC,Gonzaga,H,"L, 80-67",105.5,100.7,69.1,96.9,44.3,15.9,27,29.5,115.7,46.5,11.6,34.3,54.4,62.9,-9
1785,12/7/24,N,La Salle,A10,Saint Joseph's,N,"L, 82-68",105.5,114.7,69.3,98.1,41.7,17.3,35,35,118.3,58.3,13,21.4,26.7,27.7,-7
1786,11/17/24,N,Stonehill,NEC,Lindenwood,N,"L, 75-74",105.5,119.3,67.2,110.1,61.8,19.3,16.7,33.3,111.5,47.5,17.8,38.5,40.7,19.6,2
1787,12/1/24,N,Missouri St.,MVC,Oral Roberts,A,"W, 72-67",105.5,111.8,63.1,114.1,64.6,27,37.5,31.2,106.2,52,15.9,17.9,38.8,34,-3
1788,11/12/24,N,Georgia Tech,ACC,Texas Southern,H,"W, 81-62",105.5,87.1,74.3,109,47.4,18.8,34.1,58.6,83.4,37.9,16.2,28.6,33.3,90,14
1789,12/17/24,N,Florida St.,ACC,Winthrop,H,"W, 82-64",105.5,86.8,76.5,107.2,56.6,26.1,47.1,27.9,83.7,36,19.6,29.8,33.8,90.3,10
1790,11/13/24,N,Presbyterian,BSth,Wofford,H,"W, 71-68",105.5,108.8,63.1,112.5,56.7,14.3,23.5,40.4,107.7,53.5,19,33.3,15.8,41.4,-2
1791,11/16/24,N,Minnesota,B10,Yale,H,"W, 59-56",105.5,101.2,54,109.2,39.1,5.6,38.6,47.3,103.7,52.2,25.9,37,26.7,61.8,-4
1792,11/25/24,N,Boston College,ACC,Missouri St.,N,"W, 76-74",105.4,105.3,64.1,105.3,58.9,19.4,22.6,32.1,102.5,44,16.6,30.6,50,50.5,2
1793,11/30/24,N,Eastern Michigan,MAC,Detroit Mercy,H,"L, 98-89",105.4,136.7,70.8,111.8,56.8,17.6,21.2,45.8,123.1,62.1,17.6,22.6,38.7,4.8,-6
1794,11/19/24,N,Eastern Illinois,OVC,DePaul,A,"L, 78-69",105.4,105.2,69,100,46.5,20.3,29.4,29.8,113,57.5,24.6,34.3,43.4,50.7,-5
1795,11/13/24,N,Nebraska,B10,Fairleigh Dickinson,H,"W, 86-60",105.4,89.9,72.3,119,48.5,11.1,36.8,43.1,83,46.5,23.5,19.4,19.3,86.2,11
1796,11/9/24,N,Richmond,A10,Marist,H,"L, 79-72",105.4,121,67.4,106.8,47.1,14.8,22.9,60.8,117.2,55,14.8,29.7,28.3,17,-1
1797,11/20/24,N,Georgetown,BE,Mount St. Mary's,H,"W, 79-51",105.4,80.8,70.3,112.4,54.7,18.5,34.3,18.8,72.6,35.1,18.5,29.5,9,95.5,13
1798,11/11/24,N,Hawaii,BW,Pacific,H,"W, 76-66",105.4,107.2,68.5,110.9,51,17.5,35.7,55.8,96.3,39.3,11.7,32.5,45.9,45.1,2
1799,11/25/24,N,Central Michigan,MAC,Minnesota,A,"L, 68-65",105.3,102.1,65.4,99.4,47.6,12.2,26.3,16.1,104,53.7,15.3,18.8,31.5,59,-1
1800,11/4/24,N,USC,B10,Chattanooga,H,"W, 77-51",105.3,81.6,66.2,116.4,56.2,13.6,32.3,10.9,77.1,33.3,24.2,33.3,35.2,95,8
1801,11/20/24,N,Western Kentucky,CUSA,Jackson St.,H,"W, 79-62",105.3,92.3,73.2,107.8,53.6,17.7,33.3,11.6,84.6,46.6,25.9,23.7,20.7,82,14
1802,11/28/24,N,Utah Valley,WAC,North Dakota St.,N,"L, 83-63",105.3,125.7,59.6,105.7,49.1,15.1,34.4,27.8,139.3,70.2,13.4,18.2,40.4,11.6,-9
1803,11/20/24,N,Northern Colorado,BSky,Cal Baptist,A,"W, 79-68",105.3,88,72.9,108.4,56.2,20.6,35.3,12.3,93.3,40.8,13.7,25,32.3,88.8,9
1804,11/23/24,N,UMass Lowell,AE,Quinnipiac,H,"W, 80-70",105.3,107.7,72.4,110.6,57,27.6,43.3,33.3,96.7,38.5,15.2,44.2,15.4,43.7,-1
1805,12/18/24,N,Samford,SC,Arizona,A,"L, 96-64",105.3,118,71.4,89.6,46.7,16.8,22.5,25,134.4,64.5,19.6,44,56.4,21.2,-13
1806,12/16/24,N,UTEP,CUSA,Tarleton St.,H,"W, 67-62",105.3,107,64.3,104.2,48.9,23.3,33.3,73.3,96.4,55,28,28.6,57.5,45.3,7
1807,12/7/24,N,Weber St.,BSky,North Dakota,A,"L, 80-75",105.3,121.2,66.2,113.3,59.4,16.6,19.2,26.4,120.8,46.9,12.1,45.2,45.3,16.6,-4
1808,12/8/24,N,Northeastern,CAA,Colgate,H,"W, 78-75",105.2,112.7,70.6,110.5,59,25.5,42.3,58,106.3,52.9,17,18.8,50,31.1,2
1809,11/26/24,N,Grand Canyon,WAC,Stanford,N,"W, 78-71",105.2,90.7,74.6,104.6,50.9,16.1,18.8,53.7,95.2,41.3,17.4,31.6,38.1,84.5,1
1810,11/20/24,N,Little Rock,OVC,Tulsa,A,"W, 71-57",105.2,97.4,63.1,112.5,53.6,17.4,33.3,26.8,90.3,46.9,22.2,25,34.7,71,0
1811,12/14/24,N,McNeese St.,Slnd,Mississippi St.,N,"L, 66-63",105.2,89.3,64.9,97.1,50,23.1,31.4,32.1,101.7,41.3,12.3,28.2,63.5,86.9,1
1812,11/30/24,N,Mercyhurst,NEC,Sacramento St.,A,"W, 66-60",105.2,103.4,62,106.4,57.4,22.6,21.4,34,96.7,48.9,24.2,32.3,42.6,54.9,7
1813,12/17/24,N,Oakland,Horz,Michigan St.,N,"L, 77-58",105.2,106.2,63.5,91.3,38.9,12.6,32.6,27,121.3,48.3,18.9,55.6,38.3,47.3,-5
1814,11/17/24,N,Denver,Sum,Montana St.,H,"W, 79-78",105.2,95.9,76.7,103.1,48.1,26.1,25,59.6,101.8,46.4,17,30.6,67.3,74.4,10
1815,11/9/24,N,Montana St.,BSky,Wichita St.,A,"L, 89-69",105.2,124.3,69.3,99.5,46.3,14.4,27.9,13.4,128.4,54.9,8.7,32.3,42.6,12.7,-11
1816,11/13/24,N,Santa Clara,WCC,North Dakota St.,H,"L, 88-80",105.2,102.5,68,104.6,46.7,9.2,28.6,21.3,115,60.5,19.6,18.8,42.1,57.5,7
1817,12/4/24,C,Rider,MAAC,Fairfield,A,"L, 78-75",105.2,121,66,113.6,53.6,16.7,36.4,47.3,118.2,55.6,22.7,51.4,22.6,16.7,-4
1818,11/4/24,N,Alcorn St.,SWAC,Utah,A,"L, 100-59",105.1,134.8,66.2,89.2,39.1,21.2,36.8,40,151.1,72.8,15.1,42.9,43.9,5.4,-14
1819,11/9/24,N,Drexel,CAA,Colgate,H,"W, 73-56",105.1,89.8,66.1,110.4,54.5,18.1,25.8,26.8,84.7,36.7,7.6,16.3,25,86,11
1820,12/5/24,C,Valparaiso,MVC,Drake,H,"L, 66-60",105.1,107.9,61,98.4,52.2,16.4,13.8,39.1,108.3,59.5,21.3,26.1,61.9,42.4,-5
1821,11/13/24,N,Fresno St.,MWC,UC Santa Barbara,A,"L, 91-86",105.1,109.5,81.5,105.5,52.2,15.9,25.6,35.8,111.6,59.6,24.5,22.2,63.5,38.3,-6
1822,11/16/24,N,Hofstra,CAA,Massachusetts,A,"W, 75-71",105.1,96.6,64.4,103.4,49.2,19.3,27,33.3,97.9,45.5,12.4,29.2,29.9,72.5,6
1823,11/24/24,N,Sacramento St.,BSky,California,A,"L, 83-77",105.1,108.8,71.4,107.8,51.7,15.4,27.8,44.8,116.2,53.8,18.2,35.1,73.6,40.2,-6
1824,11/16/24,N,Saint Peter's,MAAC,UMBC,A,"W, 69-61",105.1,99.4,61.8,111.6,51.7,22.6,47.1,19,98.6,41.8,14.6,31.6,40,65.4,3
1825,12/17/24,C,Seton Hall,BE,Villanova,A,"L, 79-67",105.1,104.1,65.2,102.7,44.1,12.3,30,35.6,121.1,64.9,16.9,13.6,46.8,52.8,-6
1826,11/20/24,N,South Dakota,Sum,Western Michigan,A,"W, 80-76",105.1,107.6,72.4,110.5,42,8.3,37,43.5,105,43.7,22.1,53.3,28.2,43.1,2
1827,11/11/24,N,Marshall,SB,Southern Indiana,H,"W, 77-63",105.1,93.3,70.4,109.3,51.1,15.6,29.7,108.7,89.5,39,25.6,36.8,72,79.7,10
1828,12/14/24,N,Oregon St.,WCC,UC Irvine,H,"W, 67-55",105.1,79.8,70.9,94.5,51.9,29.6,31,32.7,77.6,42.6,24,20,22.2,95.9,7
1829,11/22/24,N,UC Riverside,BW,Colorado St.,A,"W, 77-75",105.1,96.5,68.6,99.7,49.2,23.3,37.5,27.7,97.1,48.4,11.7,12.2,40.3,72.6,0
1830,11/22/24,N,Alcorn St.,SWAC,Washington,A,"L, 77-60",105,111.7,64.5,93.1,42.2,15.5,28.6,20.7,119.4,56.1,20.2,35.5,61.2,32.9,-3
1831,11/23/24,N,Alabama A&M,SWAC,Coastal Carolina,H,"W, 77-70",105,111.2,68.8,112,49.1,16,31.6,55.4,101.8,49,27.6,42.5,55.8,34,-2
1832,12/6/24,N,Kennesaw St.,CUSA,Georgia St.,A,"W, 81-77",105,108.3,74.3,108.9,50,14.8,26.3,44.3,103.6,46.9,18.8,39.5,38.5,41.2,-4
1833,11/29/24,N,Le Moyne,NEC,Manhattan,A,"W, 81-77",105,102.1,74.1,109.3,64.2,18.9,15.4,39.6,103.9,42.9,18.9,36.6,44.4,58,7
1834,12/9/24,C,Minnesota,B10,Indiana,A,"L, 82-67",105,108.8,68.4,97.9,49.1,17.5,20.7,27.3,119.8,60.4,20.5,42.9,54.7,40.1,-10
1835,12/14/24,N,Northwestern St.,Slnd,California,A,"L, 84-66",105,117.5,64.3,102.7,50,17.1,35.1,27.6,130.7,64.2,20.2,37.9,39.6,21.7,-6
1836,11/19/24,N,Oral Roberts,Sum,Belmont,A,"L, 90-80",105,105.1,78,102.6,53.2,18,14.3,23.8,115.4,60.2,18,27.3,45.8,49.5,4
1837,12/14/24,N,UNLV,MWC,Pacific,H,"W, 72-65",105,106.3,66.5,108.2,51.7,19.5,33.3,27.6,97.7,43.1,19.5,37.5,37.9,46.4,3
1838,11/15/24,N,Tulane,Amer,Furman,A,"L, 75-67",105,114,66.2,101.2,48.1,18.1,27.3,35.2,113.2,49.1,10.6,25,37.9,27.9,-6
1839,12/5/24,C,Oakland,Horz,Wright St.,H,"W, 66-64",105,100.1,61.2,107.8,50.9,11.4,25.7,35.2,104.6,58.8,18,10.3,9.8,63.4,4
1840,11/24/24,N,Hampton,CAA,Boise St.,N,"L, 83-69",104.9,114.9,68.7,100.5,50,13.1,16.7,16.1,120.8,58.3,18.9,35.7,72.9,26.1,-12
1841,11/21/24,N,Sacred Heart,MAAC,Central Connecticut,H,"W, 67-54",104.9,81.3,67.5,99.2,50,19.3,29.7,7.9,80,36.8,22.2,27.5,24.6,94.9,15
1842,12/11/24,C,IU Indy,Horz,Purdue Fort Wayne,A,"L, 78-76",104.9,108.7,67.6,112.4,63.5,28.1,21.7,33.3,115.4,66.7,13.3,7.4,31.4,39.8,-6
1843,12/18/24,N,Kennesaw St.,CUSA,Santa Clara,A,"L, 94-74",104.9,114.6,75.5,98.1,55.1,30.5,33.3,59.2,124.6,59.8,18.6,37.9,60.7,26.5,-10
1844,11/21/24,N,Memphis,Amer,San Francisco,N,"W, 68-64",104.9,90,70.3,96.8,43.3,21.3,30,59.6,91.1,37.7,21.3,36.7,44.3,85.4,-2
